call_id,cell_id,layout_id,gravity_mode,model_key,format_valid,response_attempt_count,correct,questions,accuracy,error,provider_cost_usd,prompt_tokens,completion_tokens
Falling_1_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_1_upward,Falling_1,upward,gemini,1,1,1,1,1.0,,0.011974,4889,183
Falling_1_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_1_upward,Falling_1,upward,gpt,1,1,1,1,1.0,,0.00499375,3683,39
Falling_2_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_2_downward,Falling_2,downward,gemini,1,1,2,2,1.0,,0.013178,4951,273
Falling_2_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_2_downward,Falling_2,downward,gpt,1,1,2,2,1.0,,0.00517875,3719,53
Falling_2_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_2_upward,Falling_2,upward,gemini,1,1,1,1,1.0,,0.012096,4890,193
Falling_2_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_2_upward,Falling_2,upward,gpt,1,1,1,1,1.0,,0.00494,3640,39
Falling_3_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_3_downward,Falling_3,downward,gemini,1,1,2,2,1.0,,0.012814,4937,245
Falling_3_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_3_downward,Falling_3,downward,gpt,1,1,2,2,1.0,,0.0051875,3726,53
Falling_3_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_3_upward,Falling_3,upward,gemini,1,1,1,1,1.0,,0.012064,4928,184
Falling_3_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_3_upward,Falling_3,upward,gpt,1,1,1,1,1.0,,0.0049575,3654,39
Falling_5_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_5_downward,Falling_5,downward,gemini,1,1,2,2,1.0,,0.014968,6026,243
Falling_5_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_5_downward,Falling_5,downward,gpt,1,1,2,2,1.0,,0.0062875,4606,53
Falling_5_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_5_upward,Falling_5,upward,gemini,1,1,2,2,1.0,,0.015728,6190,279
Falling_5_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_5_upward,Falling_5,upward,gpt,1,1,2,2,1.0,,0.006275,4596,53
Falling_6_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_6_downward,Falling_6,downward,gemini,1,1,3,3,1.0,,0.016578,6123,361
Falling_6_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_6_downward,Falling_6,downward,gpt,1,1,3,3,1.0,,0.00662875,4759,68
Falling_6_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_6_upward,Falling_6,upward,gemini,1,1,2,2,1.0,,0.015564,6192,265
Falling_6_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_6_upward,Falling_6,upward,gpt,1,1,2,2,1.0,,0.006385,4684,53
Falling_7_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_7_downward,Falling_7,downward,gemini,1,1,1,1,1.0,,0.01149,4773,162
Falling_7_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_7_downward,Falling_7,downward,gpt,1,1,1,1,1.0,,0.004975,3668,39
Falling_7_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_7_upward,Falling_7,upward,gemini,1,1,2,2,1.0,,0.01355,4813,327
Falling_7_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_7_upward,Falling_7,upward,gpt,1,1,2,2,1.0,,0.00518,3712,54
Falling_8_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_8_downward,Falling_8,downward,gemini,1,1,1,1,1.0,,0.01236,5028,192
Falling_8_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_8_downward,Falling_8,downward,gpt,1,1,1,1,1.0,,0.00506875,3743,39
Falling_8_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_8_upward,Falling_8,upward,gemini,1,1,2,2,1.0,,0.013312,5102,259
Falling_8_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_8_upward,Falling_8,upward,gpt,1,1,2,2,1.0,,0.00527125,3785,54
Falling_9_downward:gemini:temporal_rollout_json_qualitative_v3,Falling_9_downward,Falling_9,downward,gemini,1,1,1,1,1.0,,0.012132,4986,180
Falling_9_downward:gpt:temporal_rollout_json_qualitative_v3,Falling_9_downward,Falling_9,downward,gpt,1,1,1,1,1.0,,0.00506875,3743,39
Falling_9_upward:gemini:temporal_rollout_json_qualitative_v3,Falling_9_upward,Falling_9,upward,gemini,1,1,1,1,1.0,,0.012222,5031,180
Falling_9_upward:gpt:temporal_rollout_json_qualitative_v3,Falling_9_upward,Falling_9,upward,gpt,1,1,1,1,1.0,,0.00503125,3713,39
Prevention_10_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_10_downward,Prevention_10,downward,gemini,1,1,2,2,1.0,,0.013526,4891,312
Prevention_10_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_10_downward,Prevention_10,downward,gpt,1,1,2,2,1.0,,0.0052525,3770,54
Prevention_10_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_10_upward,Prevention_10,upward,gemini,1,1,2,2,1.0,,0.01401,4785,370
Prevention_10_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_10_upward,Prevention_10,upward,gpt,1,1,2,2,1.0,,0.0052125,3738,54
Prevention_1_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_1_downward,Prevention_1,downward,gemini,1,1,1,1,1.0,,0.011642,4657,194
Prevention_1_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_1_downward,Prevention_1,downward,gpt,1,1,1,1,1.0,,0.00496625,3661,39
Prevention_1_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_1_upward,Prevention_1,upward,gemini,1,1,2,2,1.0,,0.014048,5140,314
Prevention_1_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_1_upward,Prevention_1,upward,gpt,1,1,2,2,1.0,,0.0052625,3786,53
Prevention_2_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_2_downward,Prevention_2,downward,gemini,1,1,2,2,1.0,,0.01398,5034,326
Prevention_2_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_2_downward,Prevention_2,downward,gpt,1,1,2,2,1.0,,0.0052525,3770,54
Prevention_2_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_2_upward,Prevention_2,upward,gemini,1,1,1,1,1.0,,0.01224,4788,222
Prevention_2_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_2_upward,Prevention_2,upward,gpt,1,1,1,1,1.0,,0.00497125,3665,39
Prevention_3_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_3_downward,Prevention_3,downward,gemini,1,1,1,1,1.0,,0.01113,4545,170
Prevention_3_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_3_downward,Prevention_3,downward,gpt,1,1,1,1,1.0,,0.00496125,3657,39
Prevention_3_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_3_upward,Prevention_3,upward,gemini,1,1,1,1,1.0,,0.011444,4906,136
Prevention_3_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_3_upward,Prevention_3,upward,gpt,1,1,1,1,1.0,,0.00502875,3711,39
Prevention_4_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_4_downward,Prevention_4,downward,gemini,1,1,1,1,1.0,,0.012336,4902,211
Prevention_4_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_4_downward,Prevention_4,downward,gpt,1,1,1,1,1.0,,0.004975,3668,39
Prevention_4_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_4_upward,Prevention_4,upward,gemini,1,1,1,1,1.0,,0.011696,4774,179
Prevention_4_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_4_upward,Prevention_4,upward,gpt,1,1,1,1,1.0,,0.00493875,3639,39
Prevention_5_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_5_downward,Prevention_5,downward,gemini,1,1,2,2,1.0,,0.014168,4810,379
Prevention_5_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_5_downward,Prevention_5,downward,gpt,1,1,2,2,1.0,,0.00519,3720,54
Prevention_5_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_5_upward,Prevention_5,upward,gemini,1,1,1,1,1.0,,0.011428,4526,198
Prevention_5_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_5_upward,Prevention_5,upward,gpt,1,1,1,1,1.0,,0.00496625,3661,39
Prevention_7_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_7_downward,Prevention_7,downward,gemini,1,1,1,1,1.0,,0.011666,4735,183
Prevention_7_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_7_downward,Prevention_7,downward,gpt,1,1,1,1,1.0,,0.004975,3668,39
Prevention_7_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_7_upward,Prevention_7,upward,gemini,1,1,1,1,1.0,,0.011316,4644,169
Prevention_7_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_7_upward,Prevention_7,upward,gpt,1,1,1,1,1.0,,0.00493875,3639,39
Prevention_8_downward:gemini:temporal_rollout_json_qualitative_v3,Prevention_8_downward,Prevention_8,downward,gemini,1,1,1,1,1.0,,0.01122,4800,135
Prevention_8_downward:gpt:temporal_rollout_json_qualitative_v3,Prevention_8_downward,Prevention_8,downward,gpt,1,1,1,1,1.0,,0.00503125,3713,39
Prevention_8_upward:gemini:temporal_rollout_json_qualitative_v3,Prevention_8_upward,Prevention_8,upward,gemini,1,1,1,1,1.0,,0.011748,4830,174
Prevention_8_upward:gpt:temporal_rollout_json_qualitative_v3,Prevention_8_upward,Prevention_8,upward,gpt,1,1,1,1,1.0,,0.00507,3744,39
Remove_10_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_10_downward,Remove_10,downward,gemini,1,1,2,2,1.0,,0.01333,5117,258
Remove_10_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_10_downward,Remove_10,downward,gpt,1,1,2,2,1.0,,0.0052025,3754,51
Remove_10_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_10_upward,Remove_10,upward,gemini,1,1,2,2,1.0,,0.014244,5172,325
Remove_10_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_10_upward,Remove_10,upward,gpt,1,1,2,2,1.0,,0.0052025,3754,51
Remove_1_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_1_downward,Remove_1,downward,gemini,1,1,1,1,1.0,,0.011982,4695,216
Remove_1_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_1_downward,Remove_1,downward,gpt,1,1,1,1,1.0,,0.0050425,3730,38
Remove_1_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_1_upward,Remove_1,upward,gemini,1,1,1,1,1.0,,0.012074,4819,203
Remove_1_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_1_upward,Remove_1,upward,gpt,1,1,1,1,1.0,,0.00501375,3707,38
Remove_2_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_2_downward,Remove_2,downward,gemini,1,1,1,1,1.0,,0.012136,4964,184
Remove_2_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_2_downward,Remove_2,downward,gpt,1,1,1,1,1.0,,0.00502125,3713,38
Remove_2_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_2_upward,Remove_2,upward,gemini,1,1,2,2,1.0,,0.014246,5167,326
Remove_2_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_2_upward,Remove_2,upward,gpt,1,1,2,2,1.0,,0.00524625,3781,52
Remove_5_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_5_downward,Remove_5,downward,gemini,1,1,1,1,1.0,,0.011392,4892,134
Remove_5_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_5_downward,Remove_5,downward,gpt,1,1,1,1,1.0,,0.00502,3712,38
Remove_5_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_5_upward,Remove_5,upward,gemini,1,1,3,3,1.0,,0.014406,5193,335
Remove_5_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_5_upward,Remove_5,upward,gpt,1,1,3,3,1.0,,0.00547625,3861,65
Remove_6_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_6_downward,Remove_6,downward,gemini,1,1,1,1,1.0,,0.01209,4749,216
Remove_6_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_6_downward,Remove_6,downward,gpt,1,1,1,1,1.0,,0.00503125,3721,38
Remove_6_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_6_upward,Remove_6,upward,gemini,1,1,1,1,1.0,,0.013272,4878,293
Remove_6_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_6_upward,Remove_6,upward,gpt,1,1,1,1,1.0,,0.0050025,3698,38
Remove_7_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_7_downward,Remove_7,downward,gemini,1,1,2,2,1.0,,0.012798,4677,287
Remove_7_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_7_downward,Remove_7,downward,gpt,1,1,2,2,1.0,,0.00521375,3755,52
Remove_7_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_7_upward,Remove_7,upward,gemini,1,1,2,2,1.0,,0.01331,4825,305
Remove_7_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_7_upward,Remove_7,upward,gpt,1,1,2,2,1.0,,0.00519375,3739,52
Remove_8_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_8_downward,Remove_8,downward,gemini,1,1,1,2,0.5,,0.016,4892,518
Remove_8_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_8_downward,Remove_8,downward,gpt,1,1,2,2,1.0,,0.0051925,3738,52
Remove_8_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_8_upward,Remove_8,upward,gemini,1,1,2,2,1.0,,0.01724,4876,624
Remove_8_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_8_upward,Remove_8,upward,gpt,1,1,2,2,1.0,,0.00519,3736,52
Remove_9_downward:gemini:temporal_rollout_json_qualitative_v3,Remove_9_downward,Remove_9,downward,gemini,1,1,2,2,1.0,,0.014128,4766,383
Remove_9_downward:gpt:temporal_rollout_json_qualitative_v3,Remove_9_downward,Remove_9,downward,gpt,1,1,2,2,1.0,,0.00520875,3751,52
Remove_9_upward:gemini:temporal_rollout_json_qualitative_v3,Remove_9_upward,Remove_9,upward,gemini,1,1,2,2,1.0,,0.014092,4802,374
Remove_9_upward:gpt:temporal_rollout_json_qualitative_v3,Remove_9_upward,Remove_9,upward,gpt,1,1,2,2,1.0,,0.00520875,3751,52
BackUp_10_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_10_downward,BackUp_10,downward,qwen,1,1,2,2,1.0,,0.002794675,4711,648
BackUp_10_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_10_upward,BackUp_10,upward,qwen,1,1,1,1,1.0,,0.00224445,4428,413
BackUp_2_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_2_downward,BackUp_2,downward,qwen,1,1,1,1,1.0,,0.001812525,3369,368
BackUp_2_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_2_upward,BackUp_2,upward,qwen,1,1,2,2,1.0,,0.002900625,3579,891
BackUp_3_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_3_downward,BackUp_3,downward,qwen,1,1,2,2,1.0,,0.003207425,3563,1051
BackUp_3_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_3_upward,BackUp_3,upward,qwen,1,1,2,2,1.0,,0.00271115,3632,785
BackUp_4_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_4_downward,BackUp_4,downward,qwen,1,1,2,2,1.0,,0.00340145,4670,966
BackUp_4_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_4_upward,BackUp_4,upward,qwen,1,1,1,1,1.0,,0.00256945,4678,538
BackUp_5_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_5_downward,BackUp_5,downward,qwen,1,1,2,2,1.0,,0.0044759,3122,1775
BackUp_5_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_5_upward,BackUp_5,upward,qwen,1,1,2,2,1.0,,0.0045383,3320,1774
BackUp_6_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_6_downward,BackUp_6,downward,qwen,1,1,1,1,1.0,,0.001933425,3507,407
BackUp_6_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_6_upward,BackUp_6,upward,qwen,1,1,1,1,1.0,,0.002002975,3577,431
BackUp_7_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_7_downward,BackUp_7,downward,qwen,1,1,2,2,1.0,,0.003080025,4599,813
BackUp_7_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_7_upward,BackUp_7,upward,qwen,1,1,1,1,1.0,,0.00306215,4706,786
BackUp_8_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_8_downward,BackUp_8,downward,qwen,1,1,2,2,1.0,,0.003122275,4555,842
BackUp_8_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_8_upward,BackUp_8,upward,qwen,1,1,2,2,1.0,,0.003626025,4713,1074
BackUp_9_downward:qwen:temporal_rollout_json_qualitative_v3,BackUp_9_downward,BackUp_9,downward,qwen,1,1,1,1,1.0,,0.003191175,4503,886
BackUp_9_upward:qwen:temporal_rollout_json_qualitative_v3,BackUp_9_upward,BackUp_9,upward,qwen,1,1,1,1,1.0,,0.00231985,4540,433
BalanceUnder_10_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_10_downward,BalanceUnder_10,downward,qwen,1,1,3,3,1.0,,0.003838575,5943,978
BalanceUnder_10_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_10_upward,BalanceUnder_10,upward,qwen,1,1,2,2,1.0,,0.003470675,5759,820
BalanceUnder_2_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_2_downward,BalanceUnder_2,downward,qwen,1,1,1,1,1.0,,0.0027937,5854,457
BalanceUnder_2_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_2_upward,BalanceUnder_2,upward,qwen,1,1,2,2,1.0,,0.003085875,5733,627
BalanceUnder_3_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_3_downward,BalanceUnder_3,downward,qwen,1,1,1,1,1.0,,0.002749175,5639,470
BalanceUnder_3_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_3_upward,BalanceUnder_3,upward,qwen,1,1,1,1,1.0,,0.00254865,5340,417
BalanceUnder_5_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_5_downward,BalanceUnder_5,downward,qwen,1,1,1,2,0.5,,0.004750525,5725,1482
BalanceUnder_5_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_5_upward,BalanceUnder_5,upward,qwen,1,1,1,2,0.5,,0.00488345,5534,1582
BalanceUnder_6_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_6_downward,BalanceUnder_6,downward,qwen,1,1,1,1,1.0,,0.003954925,5863,1051
BalanceUnder_6_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_6_upward,BalanceUnder_6,upward,qwen,1,1,2,2,1.0,,0.00416845,5734,1182
BalanceUnder_7_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_7_downward,BalanceUnder_7,downward,qwen,1,1,1,1,1.0,,0.00316485,5820,653
BalanceUnder_7_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_7_upward,BalanceUnder_7,upward,qwen,1,1,1,1,1.0,,0.002300025,5745,222
BalanceUnder_8_downward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_8_downward,BalanceUnder_8,downward,qwen,1,1,2,2,1.0,,0.0029887,5902,549
BalanceUnder_8_upward:qwen:temporal_rollout_json_qualitative_v3,BalanceUnder_8_upward,BalanceUnder_8,upward,qwen,1,1,1,1,1.0,,0.00244985,5714,304
Balance_10_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_10_downward,Balance_10,downward,qwen,1,1,1,1,1.0,,0.0021775,4492,368
Balance_10_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_10_upward,Balance_10,upward,qwen,1,1,1,1,1.0,,0.0023907,4680,446
Balance_1_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_1_downward,Balance_1,downward,qwen,1,1,2,2,1.0,,0.0031577,4712,834
Balance_1_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_1_upward,Balance_1,upward,qwen,1,1,2,2,1.0,,0.00268645,4720,591
Balance_2_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_2_downward,Balance_2,downward,qwen,1,1,1,2,0.5,,0.003482375,4583,1022
Balance_2_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_2_upward,Balance_2,upward,qwen,1,1,1,2,0.5,,0.00478725,4602,1688
Balance_3_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_3_downward,Balance_3,downward,qwen,1,1,2,2,1.0,,0.002655575,4589,597
Balance_3_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_3_upward,Balance_3,upward,qwen,1,1,3,3,1.0,,0.00464555,4724,1595
Balance_4_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_4_downward,Balance_4,downward,qwen,1,1,2,2,1.0,,0.00319345,4654,862
Balance_4_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_4_upward,Balance_4,upward,qwen,1,1,2,2,1.0,,0.00260845,4768,543
Balance_5_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_5_downward,Balance_5,downward,qwen,1,1,1,1,1.0,,0.002925325,4615,731
Balance_5_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_5_upward,Balance_5,upward,qwen,1,1,1,1,1.0,,0.0021346,4624,324
Balance_7_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_7_downward,Balance_7,downward,qwen,1,1,2,2,1.0,,0.0033384,4512,960
Balance_7_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_7_upward,Balance_7,upward,qwen,1,1,1,2,0.5,,0.00525135,4548,1935
Balance_8_downward:qwen:temporal_rollout_json_qualitative_v3,Balance_8_downward,Balance_8,downward,qwen,1,1,2,2,1.0,,0.00399165,4440,1307
Balance_8_upward:qwen:temporal_rollout_json_qualitative_v3,Balance_8_upward,Balance_8,upward,qwen,1,1,2,2,1.0,,0.00340925,4574,986
Basic_10_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_10_downward,Basic_10,downward,qwen,1,1,1,1,1.0,,0.002512575,4443,548
Basic_10_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_10_upward,Basic_10,upward,qwen,1,1,1,1,1.0,,0.002251925,4559,395
Basic_1_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_1_downward,Basic_1,downward,qwen,1,1,1,1,1.0,,0.002218775,4649,363
Basic_1_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_1_upward,Basic_1,upward,qwen,1,1,1,1,1.0,,0.002201875,4693,347
Basic_2_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_2_downward,Basic_2,downward,qwen,1,1,2,2,1.0,,0.002704,4690,605
Basic_2_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_2_upward,Basic_2,upward,qwen,1,1,1,1,1.0,,0.002223325,4717,354
Basic_6_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_6_downward,Basic_6,downward,qwen,1,1,1,1,1.0,,0.00275145,4230,706
Basic_6_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_6_upward,Basic_6,upward,qwen,1,1,1,1,1.0,,0.001931475,4251,282
Basic_7_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_7_downward,Basic_7,downward,qwen,1,1,1,1,1.0,,0.002034825,4635,271
Basic_7_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_7_upward,Basic_7,upward,qwen,1,1,3,3,1.0,,0.00476255,4580,1679
Basic_8_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_8_downward,Basic_8,downward,qwen,1,1,1,1,1.0,,0.002078375,4277,353
Basic_8_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_8_upward,Basic_8,upward,qwen,1,1,1,1,1.0,,0.0023205,4338,467
Basic_9_downward:qwen:temporal_rollout_json_qualitative_v3,Basic_9_downward,Basic_9,downward,qwen,1,1,1,1,1.0,,0.0022477,4540,396
Basic_9_upward:qwen:temporal_rollout_json_qualitative_v3,Basic_9_upward,Basic_9,upward,qwen,1,1,1,1,1.0,,0.002209025,4601,366
FallingAlt_10_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_10_downward,FallingAlt_10,downward,qwen,1,1,1,1,1.0,,0.00257595,5586,390
FallingAlt_10_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_10_upward,FallingAlt_10,upward,qwen,1,1,1,1,1.0,,0.0031486,5674,669
FallingAlt_1_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_1_downward,FallingAlt_1,downward,qwen,1,1,1,1,1.0,,0.00337415,5240,857
FallingAlt_1_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_1_upward,FallingAlt_1,upward,qwen,1,1,1,1,1.0,,0.002281175,5417,267
FallingAlt_2_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,qwen,1,1,2,2,1.0,,0.003735875,5681,969
FallingAlt_2_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,qwen,1,1,3,3,1.0,,0.004015375,5773,1097
FallingAlt_3_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,qwen,1,1,2,2,1.0,,0.003373175,5537,807
FallingAlt_3_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,qwen,1,1,2,2,1.0,,0.004699825,5587,1479
FallingAlt_4_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_4_downward,FallingAlt_4,downward,qwen,1,1,1,1,1.0,,0.00274495,5152,549
FallingAlt_4_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_4_upward,FallingAlt_4,upward,qwen,1,1,1,1,1.0,,0.002350075,5221,335
FallingAlt_5_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,qwen,1,1,2,2,1.0,,0.006010225,5491,2167
FallingAlt_5_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,qwen,1,1,2,2,1.0,,0.0047606,5612,1506
FallingAlt_6_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_6_downward,FallingAlt_6,downward,qwen,1,1,1,1,1.0,,0.0028145,5606,509
FallingAlt_6_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_6_upward,FallingAlt_6,upward,qwen,1,1,1,1,1.0,,0.002989675,5653,591
FallingAlt_7_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_7_downward,FallingAlt_7,downward,qwen,1,1,1,1,1.0,,0.00288275,5402,578
FallingAlt_7_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_7_upward,FallingAlt_7,upward,qwen,1,1,1,1,1.0,,0.0029328,5556,578
FallingAlt_8_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,qwen,1,1,2,2,1.0,,0.0033527,5630,781
FallingAlt_8_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,qwen,1,1,2,2,1.0,,0.003737175,5685,969
FallingAlt_9_downward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,qwen,1,1,2,2,1.0,,0.003994575,5691,1100
