call_id,layout_id,model_key,input_condition,question_id,category,observed,expected,correct,primary_scored,exclusion_reason,format_valid,call_error
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:movable_count,movability,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:red_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:goal_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_2:gemini:json_only,FallingAlt_2,gemini,json_only,FallingAlt_2:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:goal_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:colored_count,count_color,E,E,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:movable_count,movability,F,F,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:goal_quadrant,coarse_location,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:json_only,FallingAlt_4,gemini,json_only,FallingAlt_4:movable_object_relation,movable_object_relation,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:image_only,FallingAlt_5,gemini,image_only,FallingAlt_5:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_5:gemini:json_only,FallingAlt_5,gemini,json_only,FallingAlt_5:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:goal_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:colored_count,count_color,E,E,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:movable_count,movability,F,F,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:goal_quadrant,coarse_location,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_4:gemini:image_only,FallingAlt_4,gemini,image_only,FallingAlt_4:movable_object_relation,movable_object_relation,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:goal_shape,shape,C,D,0,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:colored_count,count_color,F,F,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:movable_count,movability,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:goal_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_3:gemini:image_only,FallingAlt_3,gemini,image_only,FallingAlt_3:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:red_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:goal_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:blue_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:colored_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:movable_count,movability,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:red_quadrant,coarse_location,C,C,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:goal_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:image_only,FallingAlt_6,gemini,image_only,FallingAlt_6:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:goal_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:colored_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:movable_count,movability,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:goal_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:image_only,FallingAlt_7,gemini,image_only,FallingAlt_7:movable_object_relation,movable_object_relation,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:goal_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:colored_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:movable_count,movability,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:goal_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_7:gemini:json_only,FallingAlt_7,gemini,json_only,FallingAlt_7:movable_object_relation,movable_object_relation,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:goal_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:colored_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:movable_count,movability,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:goal_quadrant,coarse_location,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:json_only,FallingAlt_8,gemini,json_only,FallingAlt_8:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:red_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:goal_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:blue_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:colored_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:movable_count,movability,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:red_quadrant,coarse_location,C,C,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:goal_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_6:gemini:json_only,FallingAlt_6,gemini,json_only,FallingAlt_6:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:colored_count,count_color,F,F,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:movable_count,movability,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:image_only,FallingAlt_9,gemini,image_only,FallingAlt_9:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:colored_count,count_color,F,F,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:movable_count,movability,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_9:gemini:json_only,FallingAlt_9,gemini,json_only,FallingAlt_9:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:goal_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:colored_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:movable_count,movability,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:goal_quadrant,coarse_location,B,B,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:FallingAlt_8:gemini:image_only,FallingAlt_8,gemini,image_only,FallingAlt_8:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:red_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:goal_shape,shape,D,A,0,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:blue_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:colored_count,count_color,E,E,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:movable_count,movability,F,F,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:red_quadrant,coarse_location,D,C,0,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:goal_quadrant,coarse_location,D,D,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:Falling_1:gemini:image_only,Falling_1,gemini,image_only,Falling_1:movable_object_relation,movable_object_relation,C,C,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:goal_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:goal_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:Falling_10:gemini:json_only,Falling_10,gemini,json_only,Falling_10:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:goal_shape,shape,A,C,0,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:colored_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:movable_count,movability,D,D,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:Falling_2:gemini:image_only,Falling_2,gemini,image_only,Falling_2:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
