call_id,cell_id,layout_id,gravity_mode,model_key,model_id,question_id,category,observed,expected,correct,format_valid,response_attempt_count
Balance_3_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_downward,Balance_3,downward,gemini,google/gemini-3.1-pro-preview,Balance_3_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_3_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_downward,Balance_3,downward,gemini,google/gemini-3.1-pro-preview,Balance_3_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Balance_3_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_downward,Balance_3,downward,gpt,openai/gpt-5,Balance_3_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_3_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_downward,Balance_3,downward,gpt,openai/gpt-5,Balance_3_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Balance_3_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gemini,google/gemini-3.1-pro-preview,Balance_3_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_3_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gemini,google/gemini-3.1-pro-preview,Balance_3_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Balance_3_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gemini,google/gemini-3.1-pro-preview,Balance_3_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_3_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gpt,openai/gpt-5,Balance_3_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_3_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gpt,openai/gpt-5,Balance_3_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Balance_3_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gpt,openai/gpt-5,Balance_3_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_4_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_4_downward,Balance_4,downward,gemini,google/gemini-3.1-pro-preview,Balance_4_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_4_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_4_downward,Balance_4,downward,gemini,google/gemini-3.1-pro-preview,Balance_4_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Balance_4_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_4_downward,Balance_4,downward,gpt,openai/gpt-5,Balance_4_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_4_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_4_downward,Balance_4,downward,gpt,openai/gpt-5,Balance_4_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Balance_4_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_4_upward,Balance_4,upward,gemini,google/gemini-3.1-pro-preview,Balance_4_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_4_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_4_upward,Balance_4,upward,gemini,google/gemini-3.1-pro-preview,Balance_4_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Balance_4_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_4_upward,Balance_4,upward,gpt,openai/gpt-5,Balance_4_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_4_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_4_upward,Balance_4,upward,gpt,openai/gpt-5,Balance_4_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Balance_5_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_5_downward,Balance_5,downward,gemini,google/gemini-3.1-pro-preview,Balance_5_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_5_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_5_downward,Balance_5,downward,gpt,openai/gpt-5,Balance_5_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_5_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_5_upward,Balance_5,upward,gemini,google/gemini-3.1-pro-preview,Balance_5_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_5_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_5_upward,Balance_5,upward,gpt,openai/gpt-5,Balance_5_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_7_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_7_downward,Balance_7,downward,gemini,google/gemini-3.1-pro-preview,Balance_7_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_7_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_7_downward,Balance_7,downward,gemini,google/gemini-3.1-pro-preview,Balance_7_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_7_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_7_downward,Balance_7,downward,gpt,openai/gpt-5,Balance_7_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_7_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_7_downward,Balance_7,downward,gpt,openai/gpt-5,Balance_7_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_7_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_7_upward,Balance_7,upward,gemini,google/gemini-3.1-pro-preview,Balance_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_7_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_7_upward,Balance_7,upward,gemini,google/gemini-3.1-pro-preview,Balance_7_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_7_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_7_upward,Balance_7,upward,gpt,openai/gpt-5,Balance_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Balance_7_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_7_upward,Balance_7,upward,gpt,openai/gpt-5,Balance_7_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_8_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_8_downward,Balance_8,downward,gemini,google/gemini-3.1-pro-preview,Balance_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_8_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_8_downward,Balance_8,downward,gemini,google/gemini-3.1-pro-preview,Balance_8_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_8_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_8_downward,Balance_8,downward,gpt,openai/gpt-5,Balance_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_8_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_8_downward,Balance_8,downward,gpt,openai/gpt-5,Balance_8_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_8_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_8_upward,Balance_8,upward,gemini,google/gemini-3.1-pro-preview,Balance_8_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_8_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_8_upward,Balance_8,upward,gemini,google/gemini-3.1-pro-preview,Balance_8_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Balance_8_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_8_upward,Balance_8,upward,gpt,openai/gpt-5,Balance_8_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Balance_8_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_8_upward,Balance_8,upward,gpt,openai/gpt-5,Balance_8_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Basic_10_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_10_downward,Basic_10,downward,gemini,google/gemini-3.1-pro-preview,Basic_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_10_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_10_downward,Basic_10,downward,gpt,openai/gpt-5,Basic_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_10_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_10_upward,Basic_10,upward,gemini,google/gemini-3.1-pro-preview,Basic_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_10_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_10_upward,Basic_10,upward,gpt,openai/gpt-5,Basic_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_1_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_1_downward,Basic_1,downward,gemini,google/gemini-3.1-pro-preview,Basic_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_1_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_1_downward,Basic_1,downward,gpt,openai/gpt-5,Basic_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_1_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_1_upward,Basic_1,upward,gemini,google/gemini-3.1-pro-preview,Basic_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_1_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_1_upward,Basic_1,upward,gpt,openai/gpt-5,Basic_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_2_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_2_downward,Basic_2,downward,gemini,google/gemini-3.1-pro-preview,Basic_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_2_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_2_downward,Basic_2,downward,gemini,google/gemini-3.1-pro-preview,Basic_2_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Basic_2_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_2_downward,Basic_2,downward,gpt,openai/gpt-5,Basic_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_2_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_2_downward,Basic_2,downward,gpt,openai/gpt-5,Basic_2_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Basic_2_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_2_upward,Basic_2,upward,gemini,google/gemini-3.1-pro-preview,Basic_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_2_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_2_upward,Basic_2,upward,gpt,openai/gpt-5,Basic_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_6_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_6_downward,Basic_6,downward,gemini,google/gemini-3.1-pro-preview,Basic_6_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_6_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_6_downward,Basic_6,downward,gpt,openai/gpt-5,Basic_6_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_6_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_6_upward,Basic_6,upward,gemini,google/gemini-3.1-pro-preview,Basic_6_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_6_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_6_upward,Basic_6,upward,gpt,openai/gpt-5,Basic_6_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_7_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_7_downward,Basic_7,downward,gemini,google/gemini-3.1-pro-preview,Basic_7_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_7_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_7_downward,Basic_7,downward,gpt,openai/gpt-5,Basic_7_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_7_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gemini,google/gemini-3.1-pro-preview,Basic_7_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_7_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gemini,google/gemini-3.1-pro-preview,Basic_7_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Basic_7_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gemini,google/gemini-3.1-pro-preview,Basic_7_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Basic_7_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gpt,openai/gpt-5,Basic_7_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_7_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gpt,openai/gpt-5,Basic_7_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,A,0,1,1
Basic_7_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gpt,openai/gpt-5,Basic_7_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Basic_8_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_8_downward,Basic_8,downward,gemini,google/gemini-3.1-pro-preview,Basic_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_8_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_8_downward,Basic_8,downward,gpt,openai/gpt-5,Basic_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_8_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_8_upward,Basic_8,upward,gemini,google/gemini-3.1-pro-preview,Basic_8_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_8_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_8_upward,Basic_8,upward,gpt,openai/gpt-5,Basic_8_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_9_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_9_downward,Basic_9,downward,gemini,google/gemini-3.1-pro-preview,Basic_9_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_9_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_9_downward,Basic_9,downward,gpt,openai/gpt-5,Basic_9_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Basic_9_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_9_upward,Basic_9,upward,gemini,google/gemini-3.1-pro-preview,Basic_9_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Basic_9_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_9_upward,Basic_9,upward,gpt,openai/gpt-5,Basic_9_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_10_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_10_downward,FallingAlt_10,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_10_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_10_downward,FallingAlt_10,downward,gpt,openai/gpt-5,FallingAlt_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_10_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_10_upward,FallingAlt_10,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_10_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_10_upward,FallingAlt_10,upward,gpt,openai/gpt-5,FallingAlt_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_1_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_1_downward,FallingAlt_1,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_1_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_1_downward,FallingAlt_1,downward,gpt,openai/gpt-5,FallingAlt_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_1_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_1_upward,FallingAlt_1,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_1_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_1_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_1_upward,FallingAlt_1,upward,gpt,openai/gpt-5,FallingAlt_1_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_2_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_2_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_2_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_2_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,gpt,openai/gpt-5,FallingAlt_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_2_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,gpt,openai/gpt-5,FallingAlt_2_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_2_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_2_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_2_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_2_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_2_upward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
FallingAlt_2_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gpt,openai/gpt-5,FallingAlt_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_2_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gpt,openai/gpt-5,FallingAlt_2_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_2_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gpt,openai/gpt-5,FallingAlt_2_upward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
FallingAlt_3_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_3_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_3_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_3_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
FallingAlt_3_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,gpt,openai/gpt-5,FallingAlt_3_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_3_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,gpt,openai/gpt-5,FallingAlt_3_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
FallingAlt_3_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_3_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_3_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_3_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_3_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,gpt,openai/gpt-5,FallingAlt_3_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_3_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,gpt,openai/gpt-5,FallingAlt_3_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_4_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_4_downward,FallingAlt_4,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_4_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_4_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_4_downward,FallingAlt_4,downward,gpt,openai/gpt-5,FallingAlt_4_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_4_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_4_upward,FallingAlt_4,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_4_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_4_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_4_upward,FallingAlt_4,upward,gpt,openai/gpt-5,FallingAlt_4_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_5_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_5_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_5_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_5_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
FallingAlt_5_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,gpt,openai/gpt-5,FallingAlt_5_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_5_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,gpt,openai/gpt-5,FallingAlt_5_downward:red_visibly_moves_v3,red_visible_motion,B,A,0,1,1
FallingAlt_5_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_5_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_5_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_5_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
FallingAlt_5_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,gpt,openai/gpt-5,FallingAlt_5_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_5_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,gpt,openai/gpt-5,FallingAlt_5_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
FallingAlt_6_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_6_downward,FallingAlt_6,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_6_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_6_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_6_downward,FallingAlt_6,downward,gpt,openai/gpt-5,FallingAlt_6_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_6_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_6_upward,FallingAlt_6,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_6_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_6_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_6_upward,FallingAlt_6,upward,gpt,openai/gpt-5,FallingAlt_6_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_7_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_7_downward,FallingAlt_7,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_7_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_7_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_7_downward,FallingAlt_7,downward,gpt,openai/gpt-5,FallingAlt_7_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_7_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_7_upward,FallingAlt_7,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_7_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_7_upward,FallingAlt_7,upward,gpt,openai/gpt-5,FallingAlt_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
FallingAlt_8_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_8_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_8_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_8_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,gpt,openai/gpt-5,FallingAlt_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_8_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,gpt,openai/gpt-5,FallingAlt_8_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,B,0,1,1
FallingAlt_8_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_8_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
